Symbol,Date,Close
GOOG,5/8/2019,1166.27
GOOG,5/9/2019,1162.38
GOOG,5/10/2019,1164.27
GOOG,5/13/2019,1132.03
GOOG,5/14/2019,1120.44
GOOG,5/15/2019,1164.21
GOOG,5/16/2019,1178.98
GOOG,5/17/2019,1162.3
GOOG,5/20/2019,1138.85
GOOG,5/21/2019,1149.63
GOOG,5/22/2019,1151.42
GOOG,5/23/2019,1140.77
GOOG,5/24/2019,1133.47
GOOG,5/28/2019,1134.15
GOOG,5/29/2019,1116.46
GOOG,5/30/2019,1117.95
GOOG,5/31/2019,1103.63
GOOG,6/3/2019,1036.23
GOOG,6/4/2019,1053.05
GOOG,6/5/2019,1042.22
GOOG,6/6/2019,1044.34
GOOG,6/7/2019,1066.04
GOOG,6/10/2019,1080.38
GOOG,6/11/2019,1078.72
GOOG,6/12/2019,1077.03
GOOG,6/13/2019,1088.77
GOOG,6/14/2019,1085.35
GOOG,6/17/2019,1092.5
GOOG,6/18/2019,1103.6
GOOG,6/19/2019,1102.33
GOOG,6/20/2019,1111.42
GOOG,6/21/2019,1121.88
GOOG,6/24/2019,1115.52
GOOG,6/25/2019,1086.35
GOOG,6/26/2019,1079.8
GOOG,6/27/2019,1076.01
GOOG,6/28/2019,1080.91
GOOG,7/1/2019,1097.95
GOOG,7/2/2019,1111.25
GOOG,7/3/2019,1121.58
GOOG,7/5/2019,1131.59
GOOG,7/8/2019,1116.35
GOOG,7/9/2019,1124.83
GOOG,7/10/2019,1140.48
GOOG,7/11/2019,1144.21
GOOG,7/12/2019,1144.9
GOOG,7/15/2019,1150.34
GOOG,7/16/2019,1153.58
GOOG,7/17/2019,1146.35
GOOG,7/18/2019,1146.33
GOOG,7/19/2019,1130.1
GOOG,7/22/2019,1138.07
GOOG,7/23/2019,1146.21
GOOG,7/24/2019,1137.81
GOOG,7/25/2019,1132.12
GOOG,7/26/2019,1250.41
GOOG,7/29/2019,1239.41
GOOG,7/30/2019,1225.14
GOOG,7/31/2019,1216.68
GOOG,8/1/2019,1209.01
GOOG,8/2/2019,1193.99
GOOG,8/5/2019,1152.32
GOOG,8/6/2019,1169.95
GOOG,8/7/2019,1173.99
GOOG,8/8/2019,1204.8
GOOG,8/9/2019,1188.01
GOOG,8/12/2019,1174.71
GOOG,8/13/2019,1197.27
GOOG,8/14/2019,1164.29
GOOG,8/15/2019,1167.26
GOOG,8/16/2019,1177.6
GOOG,8/19/2019,1198.45
GOOG,8/20/2019,1182.69
GOOG,8/21/2019,1191.25
GOOG,8/22/2019,1189.53
GOOG,8/23/2019,1151.29
GOOG,8/26/2019,1168.89
GOOG,8/27/2019,1167.84
GOOG,8/28/2019,1171.02
GOOG,8/29/2019,1192.85
GOOG,8/30/2019,1188.1
GOOG,9/3/2019,1168.39
GOOG,9/4/2019,1181.41
GOOG,9/5/2019,1211.38
GOOG,9/6/2019,1204.93
GOOG,9/9/2019,1204.41
GOOG,9/10/2019,1206
GOOG,9/11/2019,1220.17
GOOG,9/12/2019,1234.25
GOOG,9/13/2019,1239.56
GOOG,9/16/2019,1231.3
GOOG,9/17/2019,1229.15
GOOG,9/18/2019,1232.41
GOOG,9/19/2019,1238.71
GOOG,9/20/2019,1229.93
GOOG,9/23/2019,1234.03
GOOG,9/24/2019,1218.76
GOOG,9/25/2019,1246.52
GOOG,9/26/2019,1241.39
GOOG,9/27/2019,1225.09
GOOG,9/30/2019,1219
GOOG,10/1/2019,1205.1
GOOG,10/2/2019,1176.63
GOOG,10/3/2019,1187.83
GOOG,10/4/2019,1209
GOOG,10/7/2019,1207.68
GOOG,10/8/2019,1189.13
GOOG,10/9/2019,1202.31
GOOG,10/10/2019,1208.67
GOOG,10/11/2019,1215.45
GOOG,10/14/2019,1217.14
GOOG,10/15/2019,1243.01
GOOG,10/16/2019,1243.64
GOOG,10/17/2019,1253.07
GOOG,10/18/2019,1245.49
GOOG,10/21/2019,1246.15
GOOG,10/22/2019,1242.8
GOOG,10/23/2019,1259.13
GOOG,10/24/2019,1260.99
GOOG,10/25/2019,1265.13
GOOG,10/28/2019,1290
GOOG,10/29/2019,1262.62
GOOG,10/30/2019,1261.29
GOOG,10/31/2019,1260.11
GOOG,11/1/2019,1273.74
GOOG,11/4/2019,1291.37
GOOG,11/5/2019,1292.03
GOOG,11/6/2019,1291.8
GOOG,11/7/2019,1308.86
GOOG,11/8/2019,1311.37
GOOG,11/11/2019,1299.19
GOOG,11/12/2019,1298.8
GOOG,11/13/2019,1298
GOOG,11/14/2019,1311.46
GOOG,11/15/2019,1334.87
GOOG,11/18/2019,1320.7
GOOG,11/19/2019,1315.46
GOOG,11/20/2019,1303.05
GOOG,11/21/2019,1301.35
GOOG,11/22/2019,1295.34
GOOG,11/25/2019,1306.69
GOOG,11/26/2019,1313.55
GOOG,11/27/2019,1312.99
GOOG,11/29/2019,1304.96
GOOG,12/2/2019,1289.92
GOOG,12/3/2019,1295.28
GOOG,12/4/2019,1320.54
GOOG,12/5/2019,1328.13
GOOG,12/6/2019,1340.62
GOOG,12/9/2019,1343.56
GOOG,12/10/2019,1344.66
GOOG,12/11/2019,1345.02
GOOG,12/12/2019,1350.27
GOOG,12/13/2019,1347.83
GOOG,12/16/2019,1361.17
GOOG,12/17/2019,1355.12
GOOG,12/18/2019,1352.62
GOOG,12/19/2019,1356.04
GOOG,12/20/2019,1349.59
GOOG,12/23/2019,1348.84
GOOG,12/24/2019,1343.56
GOOG,12/26/2019,1360.4
GOOG,12/27/2019,1351.89
GOOG,12/30/2019,1336.14
