Symbol,Date,Close
JNJ,9/12/2019,130.43
JNJ,9/13/2019,130.78
JNJ,9/16/2019,129.54
JNJ,9/17/2019,129.67
JNJ,9/18/2019,130.41
JNJ,9/19/2019,130.11
JNJ,9/20/2019,131.65
JNJ,9/23/2019,131.74
JNJ,9/24/2019,131.55
JNJ,9/25/2019,130.99
JNJ,9/26/2019,128.85
JNJ,9/27/2019,128.6
JNJ,9/30/2019,129.38
JNJ,10/1/2019,129.99
JNJ,10/2/2019,132
JNJ,10/3/2019,131.19
JNJ,10/4/2019,133.66
JNJ,10/7/2019,133.16
JNJ,10/8/2019,131.84
JNJ,10/9/2019,129.22
JNJ,10/10/2019,129.06
JNJ,10/11/2019,131.33
JNJ,10/14/2019,130.72
JNJ,10/15/2019,132.84
JNJ,10/16/2019,135.17
JNJ,10/17/2019,136.17
JNJ,10/18/2019,127.7
JNJ,10/21/2019,128.02
JNJ,10/22/2019,129.2
JNJ,10/23/2019,129.9
JNJ,10/24/2019,127.5
JNJ,10/25/2019,128.35
JNJ,10/28/2019,129.18
JNJ,10/29/2019,129.12
JNJ,10/30/2019,132.84
JNJ,10/31/2019,132.04
JNJ,11/1/2019,131.2
JNJ,11/4/2019,130.23
JNJ,11/5/2019,130.42
JNJ,11/6/2019,130.96
JNJ,11/7/2019,131.43
JNJ,11/8/2019,133
JNJ,11/11/2019,131.98
JNJ,11/12/2019,131.35
JNJ,11/13/2019,131.27
JNJ,11/14/2019,130.96
JNJ,11/15/2019,134.94
JNJ,11/18/2019,134.83
JNJ,11/19/2019,134.82
JNJ,11/20/2019,135.94
JNJ,11/21/2019,136.44
JNJ,11/22/2019,138.07
JNJ,11/25/2019,137.18
JNJ,11/26/2019,137.17
JNJ,11/27/2019,137.75
JNJ,11/29/2019,137.49
JNJ,12/2/2019,137.36
JNJ,12/3/2019,137.16
JNJ,12/4/2019,139.38
JNJ,12/5/2019,139.56
JNJ,12/6/2019,140.38
JNJ,12/9/2019,140.5
JNJ,12/10/2019,139.99
JNJ,12/11/2019,140.98
JNJ,12/12/2019,141.34
JNJ,12/13/2019,141.38
JNJ,12/16/2019,141.79
JNJ,12/17/2019,143.56
JNJ,12/18/2019,143.19
JNJ,12/19/2019,145.35
JNJ,12/20/2019,146.06
JNJ,12/23/2019,146.44
JNJ,12/24/2019,145.93
JNJ,12/26/2019,145.83
JNJ,12/27/2019,145.75
JNJ,12/30/2019,145.3
